Search Term,Exit Page,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
restaurant inspection,/Health-and-Social-Services/Restaurant-Scores/stya-26eb,18,1.89,0.00%,0.00%,0:03:14,8.44
taxi,/,18,1.67,0.00%,10.00%,0:01:31,10.72
traffic,/Public-Safety/Traffic-Accidents-Previous-3-Months-/vv57-2fgy,18,3.28,0.00%,8.47%,0:05:55,16.78
traffic,/Transportation/Traffic-Calming-Point-Features/ddye-rism,18,2.33,0.00%,0.00%,0:02:42,7.22
tree,/City-Infrastructure/Street-Tree-Map/337t-q2b4,18,2.5,0.00%,0.00%,0:02:18,8.11
wind,/Energy-and-Environment/San-Francisco-Wind-Monitoring-Data-Current/bkgs-xaqe,18,2.61,0.00%,0.00%,0:01:57,12.06
addresses,/Geographic-Locations-and-Boundaries/Addresses-with-Units-Enterprise-Addressing-System-/kvej-w5kb,16,2.12,0.00%,0.00%,0:00:42,9.94
Basemap Street Centerlines shapefile,/Geographic-Locations-and-Boundaries/San-Francisco-Basemap-Street-Centerlines-Zipped-Sh/5rn4-fswj,16,2.81,0.00%,0.00%,0:00:56,15.06
bike,/browse/embed?category=&limit=20&limitTo=&q=bike&view_type=rich,16,1.81,0.00%,0.00%,0:00:10,3.69
building data,/browse/embed?category=&limit=20&limitTo=&q=building+data&view_type=rich,16,1,0.00%,0.00%,0:00:15,2.69
business license,/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,16,2,0.00%,9.38%,0:01:00,7.25
business licenses,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,16,3.31,0.00%,9.43%,0:08:22,11.12
crime,/Public-Safety/SFPD-Incidents-Previous-Year-2015-/ritf-b9ki,16,1.62,0.00%,11.54%,0:04:09,7.62
csv,/browse/embed?category=&limit=20&limitTo=&q=csv&view_type=rich,16,1,0.00%,0.00%,0:00:10,2.19
data catalog,/login,16,4.19,0.00%,19.40%,0:44:37,46.75
food,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=food&view_type=rich,16,2.19,0.00%,5.71%,0:02:28,5
food,/Economy-and-Community/Mobile-Food-Permit-Map/px6q-wjh5,16,2.12,0.00%,8.82%,0:03:46,6.44
gps,/Transportation/Raw-AVL-GPS-data/5fk7-ivit,16,3,0.00%,20.83%,0:03:35,10
homeless,/,16,2.81,0.00%,22.22%,0:05:18,14.12
homeless,/Health-and-Social-Services/Homeless-Population-San-Francisco-CA/ibax-2ewt,16,2.81,0.00%,4.44%,0:03:24,10
housing,/,16,2.12,0.00%,32.35%,0:01:10,13.81
inclusionary,/Housing-and-Buildings/Residential-projects-with-inclusionary-requirement/f2n6-ybnq,16,2.44,0.00%,0.00%,0:02:10,11.44
income,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=income&view_type=rich,16,2.44,0.00%,0.00%,0:01:33,5.62
neighborhood,/Geographic-Locations-and-Boundaries/Neighborhood-Groups-Map/iacs-ws63,16,1.5,0.00%,8.33%,0:02:26,4.19
neighborhoods,/Geographic-Locations-and-Boundaries/Neighborhoods/ejmn-jyk6,16,2.19,0.00%,0.00%,0:01:41,9.81
parking,/Transportation/Sfpark-On-Street-Parking-Census-201404/unsu-istx,16,2.62,0.00%,7.14%,0:05:11,7.12
realtor_neighborhoods,/Geographic-Locations-and-Boundaries/SF-Realtor-Neighborhoods/wwis-y924,16,1.88,0.00%,6.67%,0:00:15,6.19
restaurants,/,16,3.19,0.00%,5.88%,0:02:37,20.06
road,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,16,1.69,0.00%,48.15%,0:01:31,13.81
schedule a,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Schedule-A-Monetary/q66q-d2tr,16,2.12,0.00%,5.88%,0:00:48,6.31
school,/,16,2.81,0.00%,11.11%,0:03:53,13.12
SFFind Neighborhoods,/Geographic-Locations-and-Boundaries/SF-Shoreline-and-Islands-Zipped-Shapefile-Format-/feqe-wvxg,16,2.44,0.00%,41.03%,0:01:01,6.5
shapefile,/,16,2.5,0.00%,12.50%,0:03:19,7.75
shapefile,/browse/embed?category=&limit=20&limitTo=&q=shapefile&utf8=‰ÏÒ&view_type=rich&page=4,16,3,0.00%,0.00%,0:08:18,26.69
shapefile,/browse/embed?category=&limit=20&limitTo=&q=shapefile&utf8=‰ÏÒ&view_type=rich&page=5,16,9.81,0.00%,1.27%,0:10:02,39.94
spending,/City-Management-and-Ethics/Spending-And-Revenue/bpnb-jwfb,16,2.19,0.00%,5.71%,0:05:15,7.5
topo,/Geographic-Locations-and-Boundaries/Elevation-Contours-Zipped-Shapefile-Format-/x467-4ghd,16,1.88,0.00%,46.67%,0:00:11,5.69
violations,/Housing-and-Buildings/Housing-Code-Violations-San-Francisco-CA/739v-w6y3,16,2.44,0.00%,0.00%,0:00:16,6.5
Water Bodies in San Francisco,/Geographic-Locations-and-Boundaries/SF-Shoreline-and-Islands-Zipped-Shapefile-Format-/feqe-wvxg,16,3,0.00%,33.33%,0:00:33,7.75
weather,/,16,2,0.00%,9.38%,0:04:18,8.12
wind monitoring,/Energy-and-Environment/San-Francisco-Wind-Monitoring-Data-Current/bkgs-xaqe,16,1.81,0.00%,6.90%,0:01:00,7.75
zip codes,/Geographic-Locations-and-Boundaries/San-Francisco-ZIP-Codes-Zipped-Shapefile-Format-/9q84-kc2y,16,1.62,0.00%,0.00%,0:01:11,4.81
zoning districts,/Geographic-Locations-and-Boundaries/Zoning-Districts/mici-sct2,16,1.62,0.00%,7.69%,0:00:42,5.12
497,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-497-Late-Contribution-R/xdap-cuq4,14,2.07,0.00%,0.00%,0:04:04,9.86
911,/browse/embed?category=&limit=20&limitTo=&q=911&view_type=rich,14,2.07,0.00%,0.00%,0:00:17,4.36
bart,/Transportation/Public-Transportation-Stops-and-Routes-San-Francis/s593-yv8k,14,3,0.00%,4.76%,0:00:47,10.57
Bay Area - General,/Geographic-Locations-and-Boundaries/SF-Shoreline-and-Islands-Zipped-Shapefile-Format-/feqe-wvxg,14,2.07,0.00%,48.28%,0:00:52,5.5
business,/browse/embed?category=&limit=20&limitTo=&q=business&view_type=rich,14,2.5,0.00%,0.00%,0:03:48,11.14
BUSINESS,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,14,1.57,0.00%,0.00%,0:00:17,14.93
business account number,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,14,1.36,0.00%,0.00%,0:01:49,5.14
cancer,/browse/embed?category=&limit=20&limitTo=&q=cancer&view_type=rich,14,3,0.00%,4.76%,0:01:13,7.43
census,/browse/embed?category=&limit=20&limitTo=&q=census&view_type=rich,14,3.57,0.00%,4.00%,0:07:32,12.29
census tracts,/Geographic-Locations-and-Boundaries/Census-2010-Census-Tracts-for-San-Francisco-Zipped/jyce-hqn2,14,1.57,0.00%,0.00%,0:02:27,4.79
crime,/Culture-and-Recreation/Film-Locations-in-San-Francisco/yitu-d5am,14,1.5,0.00%,28.57%,0:03:26,12.86
crime,/data?search=crime,14,2.5,100.00%,0.00%,0:02:26,2.07
crime,/developers,14,1.86,0.00%,0.00%,0:10:15,9.64
crime,/Public-Safety/SFPD-Incidents-from-1-January-2014/tmnf-yvry,14,2.79,0.00%,7.69%,0:06:40,13.29
curb ramp,/City-Infrastructure/Curb-Ramps/ch9w-7kih,14,2.64,0.00%,0.00%,0:04:27,7.93
dpt_bike_network,/Transportation/SFMTA-Bikeway-Network/t6vv-tjkd,14,1.93,0.00%,51.85%,0:00:41,6.64
drains,/City-Infrastructure/Stormwater-inlets-drains-and-catch-basins/jtgq-b7c5,14,1.5,0.00%,9.52%,0:02:32,5.14
eas,/Geographic-Locations-and-Boundaries/Addresses-with-Units-Enterprise-Addressing-System-/kvej-w5kb,14,2.64,0.00%,13.51%,0:03:47,12.29
elevation,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=elevation&view_type=rich,14,1.93,0.00%,0.00%,0:01:04,7.93
employee compensation,/City-Management-and-Ethics/Employee-Compensation/88g8-5mnd,14,2.07,0.00%,0.00%,0:04:34,8.71
entitlements,/Housing-and-Buildings/Planning-Department-Records-Including-Projects-Ent/ip6z-2cph,14,1.29,0.00%,0.00%,0:00:53,3.57
fire,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=fire&view_type=rich,14,5.07,0.00%,4.23%,0:05:21,20.29
graffiti,/City-Infrastructure/Graffiti-30-Day-Map-/mmeq-v782,14,5.29,0.00%,2.70%,0:04:15,21.57
homeless,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=homeless&view_type=rich,14,2.14,0.00%,0.00%,0:06:07,5.29
income,/,14,3.07,0.00%,32.56%,0:07:33,11.79
maher,/Energy-and-Environment/Maher-Map/qpt9-eisc,14,1.86,0.00%,0.00%,0:01:09,5.71
neighborhoods,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=neighborhoods&view_type=rich,14,2.64,0.00%,0.00%,0:02:43,6.29
open business,/browse/embed?category=Economy+and+Community&limit=20&limitTo=&q=open+business&view_type=rich,14,1.93,0.00%,0.00%,0:00:14,3.93
open spaces,/Culture-and-Recreation/Open-Spaces-City-Planning/zsre-apvm,14,2.64,0.00%,13.51%,0:00:39,7.57
parcels,/browse/embed?category=&limit=20&limitTo=&q=parcels&view_type=rich,14,3.07,0.00%,4.65%,0:02:26,11.21
parcels,/Geographic-Locations-and-Boundaries/Recorded-Parcel-Geography-with-Transaction-Date-Hi/ue7t-p29i,14,1.71,0.00%,0.00%,0:01:27,5.86
parking,/Transportation/Bicycle-Parking-Public-/w969-5mn4,14,2.5,0.00%,14.29%,0:03:54,8.93
parking meter,/Transportation/Meter-Operating-Schedules/6cqg-dxku,14,2.43,0.00%,0.00%,0:01:06,7.57
parking tickets,/Transportation/SFMTA-Enforced-Temporary-Tow-Zones/cqn5-muyy,14,2.29,0.00%,9.38%,0:03:55,6.21
parks,/,14,3,0.00%,14.29%,0:04:29,9.07
parks,/Culture-and-Recreation/Park-and-Open-Space-Map/4udc-s3pr,14,2.79,0.00%,12.82%,0:06:50,9.64
planning cases,/Housing-and-Buildings/Planning-Department-Records-Including-Projects-Ent/ip6z-2cph,14,1.86,0.00%,0.00%,0:03:29,5.86
police,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,14,1.71,0.00%,8.33%,0:04:56,6.86
popos,/Geographic-Locations-and-Boundaries/Privately-Owned-Public-Open-Space-POPOS-and-Public/55um-v9vc,14,2.07,0.00%,6.90%,0:00:19,5.86
roads,/browse/embed?category=&limit=20&limitTo=&q=roads&view_type=rich,14,1.86,0.00%,0.00%,0:00:08,5.5
sfpd,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,14,2.14,0.00%,6.67%,0:00:29,9.86
SFPD,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,14,1.57,0.00%,9.09%,0:05:14,8.36
traffic,/browse/embed?category=&limit=20&limitTo=&q=traffic&utf8=‰ÏÒ&view_type=rich&page=2,14,2.79,0.00%,0.00%,0:02:28,8.5
weather,/Energy-and-Environment/San-Francisco-Wind-Monitoring-Data-Current/bkgs-xaqe,14,1.36,0.00%,15.79%,0:03:09,4.57
zip code,/Geographic-Locations-and-Boundaries/Bay-Area-ZIP-Codes-Zipped-Shapefile-Format-/hbza-6v77,14,2.07,0.00%,0.00%,0:00:39,6.29
311,/City-Infrastructure/311-Cases-by-Channel/jz25-nkm4,13,2.31,0.00%,0.00%,0:05:07,6.92
311,/login,13,2.69,0.00%,8.57%,0:24:06,18.77
311 case data,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,13,1.46,0.00%,0.00%,0:01:11,4.69
3d,/Geographic-Locations-and-Boundaries/Building-Footprints-Zipped-Shapefile-Format-/jezr-5bxm,13,2.69,0.00%,5.71%,0:03:50,7.92
advisories,/Culture-and-Recreation/Current-San-Francisco-Advisories/qn4d-bra2,13,1.38,0.00%,0.00%,0:02:26,4.23
ban,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,13,1.23,0.00%,62.50%,0:01:46,3.69
bart,/Transportation/BART-Districts-in-San-Francisco-Zipped-Shapefile-F/mnn6-ac5f,13,1.46,0.00%,10.53%,0:02:11,10.38
bicycle parking,/Transportation/Bicycle-Parking-Public-/w969-5mn4,13,1.62,0.00%,0.00%,0:01:20,5.15
bike,/,13,3.46,0.00%,13.33%,0:01:11,10.38
budget,/City-Management-and-Ethics/Spending-And-Revenue/bpnb-jwfb,13,2.08,0.00%,29.63%,0:09:23,7.15
building,/,13,3.62,0.00%,12.77%,0:06:06,11.23
building data,/Culture-and-Recreation/Film-Locations-in-San-Francisco/yitu-d5am,13,1,0.00%,0.00%,0:00:46,3.92
Building Footprints,/Geographic-Locations-and-Boundaries/SF-Shoreline-and-Islands-Zipped-Shapefile-Format-/feqe-wvxg,13,2.46,0.00%,40.62%,0:03:41,6.15
business,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=business&view_type=rich,13,2.62,0.00%,0.00%,0:02:57,6.15
BUSINESS,/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,13,2,0.00%,0.00%,0:00:11,19.77
colleges,/Geographic-Locations-and-Boundaries/Colleges-in-San-Francisco-Zipped-Shapefile-Format-/59m3-88aj,13,2,0.00%,7.69%,0:02:05,5.92
Crime,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=Crime&view_type=rich,13,1.46,0.00%,0.00%,0:01:16,2.46
crimes,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,13,1.69,0.00%,0.00%,0:08:16,5.15
demographics,/,13,3.69,0.00%,4.17%,0:01:18,14.46
energy,/browse/embed?category=&limit=20&limitTo=&q=energy&view_type=rich,13,2.31,0.00%,0.00%,0:02:03,6.54
facilities,/Geographic-Locations-and-Boundaries/San-Francisco-Facilties-Current-Zipped-Shapefile-F/9vhi-qnsc,13,1.69,0.00%,9.09%,0:01:13,6.77
graffiti,/browse/embed?category=&limit=20&limitTo=&q=graffiti&view_type=rich,13,2.23,0.00%,0.00%,0:00:27,8.92
inclusionary,/Housing-and-Buildings/Residential-Projects-With-Inclusionary-Requirement/nj3x-rw36,13,1.08,0.00%,0.00%,0:01:29,4.85
land use,/login,13,1.38,0.00%,44.44%,0:16:51,8.77
Land Use,/Housing-and-Buildings/Land-Use/us3s-fp9q,13,1.08,0.00%,0.00%,0:07:29,1.62
landuse,/Housing-and-Buildings/Land-Use/ngem-gcfs,13,1.38,0.00%,27.78%,0:02:56,5.54
liquefaction,/Energy-and-Environment/Seismic-Hazard-Zones-San-Francisco/agxj-bppd,13,2.08,0.00%,7.41%,0:01:23,20.15
market street,/browse/embed?category=&limit=20&limitTo=&q=market+street&view_type=rich&sortBy=newest&utf8=‰ÏÒ,13,1,0.00%,0.00%,0:00:04,2
open spaces,/Geographic-Locations-and-Boundaries/SF-Shoreline-and-Islands-Zipped-Shapefile-Format-/feqe-wvxg,13,2.46,0.00%,40.62%,0:00:31,6.69
parcel,/Transportation/SFMTA-Bikeway-Network/t6vv-tjkd,13,4.69,0.00%,22.95%,0:02:52,20.38
parcels,/login,13,1.46,0.00%,15.79%,0:16:34,10
parking,/Transportation/SFpark-Parking-Availability-API-Reference/u9ke-iwn4,13,2.08,0.00%,0.00%,0:05:08,10.62
parks,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=parks&view_type=rich,13,2.31,15.38%,0.00%,0:00:45,5.15
pipeline,/Housing-and-Buildings/20141219-Pipeline-Q3-2014/n5ik-nmm3,13,2.46,0.00%,6.25%,0:06:39,9.85
property,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,13,2.85,0.00%,8.11%,0:05:55,14.31
registered businesses,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,13,1.62,0.00%,23.81%,0:00:57,4.69
rent,/browse/embed?category=&limit=20&limitTo=&q=rent&view_type=rich,13,1.46,0.00%,0.00%,0:00:28,3.08
schools,/Geographic-Locations-and-Boundaries/San-Francisco-Public-Schools-Points-Zipped-Shapefi/7ygx-tr8p,13,2.69,0.00%,5.71%,0:02:10,11
SF Shoreline and Islands,/Geographic-Locations-and-Boundaries/SF-Shoreline-and-Islands-Zipped-Shapefile-Format-/feqe-wvxg,13,1.38,0.00%,0.00%,0:00:09,4.23
shapefile,/Geographic-Locations-and-Boundaries/Building-Footprints-Zipped-Shapefile-Format-/jezr-5bxm,13,3.23,0.00%,0.00%,0:03:04,16.08
shapefile,/Geographic-Locations-and-Boundaries/San-Francisco-Shoreline-Zipped-Shapefile-Format-/kj7y-jjpu,13,4.31,0.00%,5.36%,0:03:27,17.38
street,/Geographic-Locations-and-Boundaries/Street-Names/6d9h-4u5v,13,2.69,0.00%,8.57%,0:00:38,7.62
streets,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=streets&view_type=rich,13,2.85,0.00%,13.51%,0:02:41,7
streets,/Geographic-Locations-and-Boundaries/Street-Names/6d9h-4u5v,13,1.62,0.00%,0.00%,0:00:16,4.85
transit,/browse/embed?category=&limit=20&limitTo=&q=transit&view_type=rich,13,1.69,0.00%,0.00%,0:00:08,11.62
transportation,/browse/embed?category=&limit=20&limitTo=&q=transportation&view_type=rich,13,2.08,0.00%,0.00%,0:00:30,4.69
trees,/Energy-and-Environment/San-Francisco-Urban-Tree-Canopy/w9tk-3w8c,13,1.85,0.00%,8.33%,0:00:55,9.77
vendor,/City-Management-and-Ethics/Vendor-Payments-Purchase-Order-Summary-/p5r5-fd7g,13,2.23,0.00%,10.34%,0:08:34,7.38
zoning,/browse/embed?category=&limit=20&limitTo=&q=zoning&view_type=rich,13,3,0.00%,5.13%,0:00:34,9.77
accident,/Public-Safety/Traffic-Accidents-Previous-3-Months-/vv57-2fgy,11,3.55,0.00%,0.00%,0:03:34,9.91
bicycle,/,11,2.73,0.00%,16.67%,0:07:57,9.36
bike,/Transportation/Bay-Area-Bike-Share-Pilot-Stations/kszk-dd2f,11,4.27,0.00%,10.64%,0:07:14,13.27
bike,/Transportation/SFMTA-Bikeway-Network-Point-Features/8zmq-hyu3,11,3.82,0.00%,23.81%,0:03:22,10.91
budget,/browse/embed?category=&limit=20&limitTo=&q=budget&view_type=rich,11,3.64,0.00%,7.50%,0:02:04,12.55
building,/browse/embed?category=&limit=20&limitTo=&q=building&view_type=rich,11,1.45,0.00%,0.00%,0:00:33,3.09
building footprints,/browse/embed?category=&limit=20&limitTo=&q=building+footprints&view_type=rich,11,2.45,0.00%,7.41%,0:00:36,8.18
building permits,/Housing-and-Buildings/Department-of-Building-Inspection-Monthly-Permit-R/nbyd-udsc,11,2,0.00%,0.00%,0:04:22,7.27
bus stops,/Transportation/SFMTA-routes-and-stops-for-March-2012/f5c3-8kkj,11,1.18,0.00%,0.00%,0:01:27,4.09
business registration,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,11,1.73,0.00%,10.53%,0:06:33,10.55
businesses,/Economy-and-Community/Open-Business-Locations-San-Francisco/g8m3-pdis,11,2.36,0.00%,11.54%,0:00:38,6.09
census 2000 blocks,/Geographic-Locations-and-Boundaries/SF-Shoreline-and-Islands-Zipped-Shapefile-Format-/feqe-wvxg,11,2.64,0.00%,37.93%,0:01:23,8.18
census 2000 tracts,/Geographic-Locations-and-Boundaries/SF-Shoreline-and-Islands-Zipped-Shapefile-Format-/feqe-wvxg,11,3.55,0.00%,33.33%,0:01:36,9.91
census 2010,/Geographic-Locations-and-Boundaries/Census-2010-Census-Blocks-for-San-Francisco-Zipped/d7g8-55kx,11,1.73,0.00%,0.00%,0:00:57,8.27
census 2010,/Geographic-Locations-and-Boundaries/Census-2010-Census-Tracts-for-San-Francisco-Zipped/jyce-hqn2,11,1.64,0.00%,11.11%,0:01:32,5.09
cnn,/Geographic-Locations-and-Boundaries/List-of-Streets-and-Intersections/pu5n-qu5c,11,3.36,0.00%,5.41%,0:04:02,15.73
crime,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,11,2.18,0.00%,8.33%,0:05:40,10.91
crime,/browse/embed?category=Public+Safety&limit=20&limitTo=&q=crime&view_type=rich,11,2.73,0.00%,0.00%,0:00:32,6
education,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=education&view_type=rich,11,1.91,0.00%,0.00%,0:00:42,4.55
elevation,/,11,2.36,0.00%,38.46%,0:04:43,6.82
eviction,/browse/embed?category=&limit=20&limitTo=&q=eviction&view_type=rich,11,3.36,0.00%,0.00%,0:05:01,13.45
external datasets,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,11,4.09,0.00%,28.89%,0:00:42,23.64
food,/browse/embed?category=&limit=20&limitTo=&q=food&view_type=rich,11,2.18,0.00%,0.00%,0:03:32,15.18
food inspection,/Health-and-Social-Services/Food-Inspections-LIVES-Standard/pyih-qa8i,11,1.18,0.00%,0.00%,0:04:10,6.09
food trucks,/browse/embed?category=&limit=20&limitTo=&q=food+trucks&view_type=rich,11,1.45,0.00%,0.00%,0:00:22,2.91
graffiti,/City-Infrastructure/Graffiti-30-Days/p6sg-7yp7,11,2.45,0.00%,0.00%,0:07:38,20.55
health,/Health-and-Social-Services/Restaurant-Scores/stya-26eb,11,1.45,0.00%,12.50%,0:02:14,7.55
housing,/Housing-and-Buildings/2013-Housing-Inventory/e7d3-dxh5,11,1.27,0.00%,0.00%,0:03:37,4.55
housing,/Housing-and-Buildings/Residential-projects-with-inclusionary-requirement/f2n6-ybnq,11,7,0.00%,18.18%,0:18:35,56.64
intersections,/Geographic-Locations-and-Boundaries/List-of-Intersections-only/sw2d-qfup,11,2.36,0.00%,11.54%,0:04:14,8.27
job density,/Economy-and-Community/Job-Density-San-Francisco-CA/hrfg-mcek,11,2,0.00%,0.00%,0:00:50,9.36
land use,/,11,2.36,0.00%,7.69%,0:04:58,8.18
muni,/Transportation/SFMTA-routes-and-stops-for-March-2012/f5c3-8kkj,11,1.45,0.00%,68.75%,0:00:14,2.64
neighborhoods,/browse/embed?category=&limit=20&limitTo=&q=neighborhoods&view_type=rich,11,4.82,0.00%,0.00%,0:02:11,34.09
noise,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,11,2.45,0.00%,7.41%,0:08:00,8.73
park,/Culture-and-Recreation/Park-and-Open-Space-Map/4udc-s3pr,11,1.73,0.00%,15.79%,0:02:30,6.82
parking,/Transportation/Parking-meters/pr8c-44vs,11,3.55,0.00%,0.00%,0:01:11,11.09
Parking,/browse/embed?category=&limit=20&limitTo=&q=Parking&view_type=rich,11,2.18,0.00%,0.00%,0:00:27,5.55
parking meters,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=parking+meters&view_type=rich,11,1.18,0.00%,0.00%,0:00:16,2.45
paving,/City-Infrastructure/Envista-Projects-for-Paving/bxqh-5px8,11,2.64,0.00%,0.00%,0:04:40,7.91
payroll,/City-Management-and-Ethics/Employee-Compensation/88g8-5mnd,11,1.27,0.00%,21.43%,0:03:16,3.18
permits,/City-Infrastructure/Street-Use-Permits/b6tj-gt35,11,3.09,0.00%,14.71%,0:02:51,24.91
pipeline,/browse/embed?category=&limit=20&limitTo=&q=pipeline&view_type=rich,11,1.91,0.00%,0.00%,0:00:05,3.91
police,/browse/embed?category=&limit=20&limitTo=datasets&q=police&utf8=‰ÏÒ&view_type=rich&page=4,11,3.18,0.00%,0.00%,0:03:55,13.45
police,/Public-Safety/San-Francisco-Police-Stations/8xyy-6zfh,11,2.91,0.00%,15.62%,0:04:05,18.55
poop,/,11,2.64,0.00%,17.24%,0:03:18,22.45
poop,/browse/embed?category=&limit=20&limitTo=&q=poop&view_type=rich,11,2.64,0.00%,0.00%,0:00:09,7.55
rent,/,11,4.27,0.00%,6.38%,0:05:16,27
rent,/Housing-and-Buildings/Annual-Allowable-Rent-Increase-for-Units-Under-Ren/hsxb-ci7b,11,3.18,0.00%,14.29%,0:01:14,10.36
restaurant inspections,/Health-and-Social-Services/Restaurant-Scores/stya-26eb,11,2.64,0.00%,10.34%,0:02:13,14
restaurants,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,11,1.27,0.00%,0.00%,0:01:17,3.91
salary,/City-Management-and-Ethics/Salary-Ranges-by-Job-Classification/7h4w-reyq,11,2.45,0.00%,11.11%,0:03:09,8.45
school,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=school&view_type=rich,11,1.64,0.00%,0.00%,0:01:45,3.82
schools,/Geographic-Locations-and-Boundaries/San-Francisco-Public-Schools-Points/dpub-rukj,11,2.73,0.00%,10.00%,0:04:01,11.36
sf shore,/Geographic-Locations-and-Boundaries/San-Francisco-Shoreline-Zipped-Shapefile-Format-/kj7y-jjpu,11,1.91,0.00%,47.62%,0:01:05,8.64
shapefile,/Geographic-Locations-and-Boundaries/Elevation-Contours-Zipped-Shapefile-Format-/x467-4ghd,11,2.64,0.00%,6.90%,0:09:40,10.55
shapefile,/Geographic-Locations-and-Boundaries/Streets-of-San-Francisco-Zipped-Shapefile-Format-/wbm8-ratb,11,5.73,0.00%,4.76%,0:15:35,30.09
shapefile,/Transportation/SFMTA-Bikeway-Network/t6vv-tjkd,11,2,0.00%,50.00%,0:06:39,12.73
shoreline shapefile,/Transportation/SFMTA-Bikeway-Network/t6vv-tjkd,11,3.18,0.00%,40.00%,0:08:22,14.45
